https://www.singlestar.jp/product/246574	Battle Screech 	‰pŒê”Å		20	11
https://www.singlestar.jp/product/246575	Battle Screech 	“ú–{Œê”Å		30	16
https://www.singlestar.jp/product/246576	Congregate 	‰pŒê”Å		20	20
https://www.singlestar.jp/product/246577	Congregate 	“ú–{Œê”Å		20	16
https://www.singlestar.jp/product/246578	Griffin Guide 	‰pŒê”Å		20	20
https://www.singlestar.jp/product/246579	Griffin Guide 	“ú–{Œê”Å		20	15
https://www.singlestar.jp/product/246580	Improvised Armor 	‰pŒê”Å		20	20
https://www.singlestar.jp/product/246581	Improvised Armor 	“ú–{Œê”Å		20	15
https://www.singlestar.jp/product/246582	Mesa Enchantress 	‰pŒê”Å		30	20
https://www.singlestar.jp/product/246583	Mesa Enchantress 	“ú–{Œê”Å		30	15
https://www.singlestar.jp/product/246584	Mesa Enchantress (‹Œ˜g) 	‰pŒê”Å		30	8
https://www.singlestar.jp/product/246585	Mesa Enchantress (‹Œ˜g) 	“ú–{Œê”Å		30	12
https://www.singlestar.jp/product/246586	Serra Angel 	‰pŒê”Å		30	20
https://www.singlestar.jp/product/246587	Serra Angel 	“ú–{Œê”Å		30	16
https://www.singlestar.jp/product/246588	Serra Angel (‹Œ˜g) 	‰pŒê”Å		30	6
https://www.singlestar.jp/product/246589	Serra Angel (‹Œ˜g) 	“ú–{Œê”Å		30	11
https://www.singlestar.jp/product/246590	Spectral Lynx 	‰pŒê”Å		30	20
https://www.singlestar.jp/product/246591	Spectral Lynx 	“ú–{Œê”Å		30	16
https://www.singlestar.jp/product/246592	Swords to Plowshares 	‰pŒê”Å		180	19
https://www.singlestar.jp/product/246593	Swords to Plowshares 	“ú–{Œê”Å		180	8
https://www.singlestar.jp/product/246594	Swords to Plowshares (‹Œ˜g) 	‰pŒê”Å		180	12
https://www.singlestar.jp/product/246595	Swords to Plowshares (‹Œ˜g) 	“ú–{Œê”Å		180	12
https://www.singlestar.jp/product/246596	Voice of All 	‰pŒê”Å		30	20
https://www.singlestar.jp/product/246597	Voice of All 	“ú–{Œê”Å		50	12
https://www.singlestar.jp/product/246598	Aven Fateshaper 	‰pŒê”Å		20	20
https://www.singlestar.jp/product/246599	Aven Fateshaper 	“ú–{Œê”Å		20	16
https://www.singlestar.jp/product/246600	Circular Logic 	‰pŒê”Å		30	6
https://www.singlestar.jp/product/246601	Circular Logic 	“ú–{Œê”Å		50	8
https://www.singlestar.jp/product/246602	Confiscate 	‰pŒê”Å		30	19
https://www.singlestar.jp/product/246603	Confiscate 	“ú–{Œê”Å		30	16
https://www.singlestar.jp/product/246604	Fact or Fiction 	‰pŒê”Å		50	20
https://www.singlestar.jp/product/246605	Fact or Fiction 	“ú–{Œê”Å		50	12
https://www.singlestar.jp/product/246606	Fact or Fiction (‹Œ˜g) 	‰pŒê”Å		50	8
https://www.singlestar.jp/product/246607	Fact or Fiction (‹Œ˜g) 	“ú–{Œê”Å		50	12
https://www.singlestar.jp/product/246608	Floodgate 	‰pŒê”Å		50	18
https://www.singlestar.jp/product/246609	Floodgate 	“ú–{Œê”Å		50	13
https://www.singlestar.jp/product/246610	High Tide 	‰pŒê”Å		130	16
https://www.singlestar.jp/product/246611	High Tide 	“ú–{Œê”Å		130	8
https://www.singlestar.jp/product/246612	High Tide (‹Œ˜g) 	‰pŒê”Å		130	12
https://www.singlestar.jp/product/246613	High Tide (‹Œ˜g) 	“ú–{Œê”Å		130	12
https://www.singlestar.jp/product/246614	High Tide (‘S–ÊƒA[ƒg”Å) 	‰pŒê”Å		130	16
https://www.singlestar.jp/product/246615	High Tide (‘S–ÊƒA[ƒg”Å) 	“ú–{Œê”Å		130	12
https://www.singlestar.jp/product/246616	Ovinomancer 	‰pŒê”Å		20	20
https://www.singlestar.jp/product/246617	Ovinomancer 	“ú–{Œê”Å		20	15
https://www.singlestar.jp/product/246618	Thieving Magpie 	‰pŒê”Å		20	18
https://www.singlestar.jp/product/246619	Thieving Magpie 	“ú–{Œê”Å		20	14
https://www.singlestar.jp/product/246620	Turnabout 	‰pŒê”Å		80	20
https://www.singlestar.jp/product/246621	Turnabout 	“ú–{Œê”Å		80	12
https://www.singlestar.jp/product/246622	Turnabout (‹Œ˜g) 	‰pŒê”Å		80	8
https://www.singlestar.jp/product/246623	Turnabout (‹Œ˜g) 	“ú–{Œê”Å		80	12
https://www.singlestar.jp/product/246624	Chainer's Edict 	‰pŒê”Å		180	16
https://www.singlestar.jp/product/246625	Chainer's Edict 	“ú–{Œê”Å		180	8
https://www.singlestar.jp/product/246626	Chainer's Edict (‹Œ˜g) 	‰pŒê”Å		180	12
https://www.singlestar.jp/product/246627	Chainer's Edict (‹Œ˜g) 	“ú–{Œê”Å		180	12
https://www.singlestar.jp/product/246628	Chainer's Edict (‘S–ÊƒA[ƒg”Å) 	‰pŒê”Å		180	12
https://www.singlestar.jp/product/246629	Chainer's Edict (‘S–ÊƒA[ƒg”Å) 	“ú–{Œê”Å		230	8
https://www.singlestar.jp/product/246630	Dark Withering 	‰pŒê”Å		20	20
https://www.singlestar.jp/product/246631	Dark Withering 	“ú–{Œê”Å		20	15
https://www.singlestar.jp/product/246632	Dark Withering (‹Œ˜g) 	‰pŒê”Å		30	8
https://www.singlestar.jp/product/246633	Dark Withering (‹Œ˜g) 	“ú–{Œê”Å		30	16
https://www.singlestar.jp/product/246634	Dread Return 	‰pŒê”Å		80	20
https://www.singlestar.jp/product/246635	Dread Return 	“ú–{Œê”Å		80	16
https://www.singlestar.jp/product/246636	Dread Return (‹Œ˜g) 	‰pŒê”Å		100	12
https://www.singlestar.jp/product/246637	Dread Return (‹Œ˜g) 	“ú–{Œê”Å		80	12
https://www.singlestar.jp/product/246638	Faceless Butcher 	‰pŒê”Å		20	20
https://www.singlestar.jp/product/246639	Faceless Butcher 	“ú–{Œê”Å		20	14
https://www.singlestar.jp/product/246640	Flesh Reaver 	‰pŒê”Å		30	20
