https://www.singlestar.jp/product/247506	Swords to Plowshares (‹Œ˜g) 	‰pŒê”Å	Foil	630	10
https://www.singlestar.jp/product/247507	Swords to Plowshares (‹Œ˜g) 	“ú–{Œê”Å	Foil	850	4
https://www.singlestar.jp/product/247508	Voice of All 	‰pŒê”Å	Foil	50	12
https://www.singlestar.jp/product/247509	Voice of All 	“ú–{Œê”Å	Foil	50	12
https://www.singlestar.jp/product/247510	Aven Fateshaper 	‰pŒê”Å	Foil	50	12
https://www.singlestar.jp/product/247511	Aven Fateshaper 	“ú–{Œê”Å	Foil	50	12
https://www.singlestar.jp/product/247512	Circular Logic 	‰pŒê”Å	Foil	50	12
https://www.singlestar.jp/product/247513	Circular Logic 	“ú–{Œê”Å	Foil	50	12
https://www.singlestar.jp/product/247514	Confiscate 	‰pŒê”Å	Foil	30	16
https://www.singlestar.jp/product/247515	Confiscate 	“ú–{Œê”Å	Foil	30	12
https://www.singlestar.jp/product/247516	Fact or Fiction 	‰pŒê”Å	Foil	50	12
https://www.singlestar.jp/product/247517	Fact or Fiction 	“ú–{Œê”Å	Foil	50	12
https://www.singlestar.jp/product/247518	Fact or Fiction (‹Œ˜g) 	‰pŒê”Å	Foil	250	12
https://www.singlestar.jp/product/247519	Fact or Fiction (‹Œ˜g) 	“ú–{Œê”Å	Foil	480	4
https://www.singlestar.jp/product/247520	Floodgate 	‰pŒê”Å	Foil	30	12
https://www.singlestar.jp/product/247521	Floodgate 	“ú–{Œê”Å	Foil	30	16
https://www.singlestar.jp/product/247522	High Tide 	‰pŒê”Å	Foil	130	12
https://www.singlestar.jp/product/247523	High Tide 	“ú–{Œê”Å	Foil	130	12
https://www.singlestar.jp/product/247524	High Tide (‹Œ˜g) 	‰pŒê”Å	Foil	880	12
https://www.singlestar.jp/product/247525	High Tide (‹Œ˜g) 	“ú–{Œê”Å	Foil	550	8
https://www.singlestar.jp/product/247526	High Tide (‘S–ÊƒA[ƒg”Å) 	‰pŒê”Å	Foil	450	12
https://www.singlestar.jp/product/247527	High Tide (‘S–ÊƒA[ƒg”Å) 	“ú–{Œê”Å	Foil	500	8
https://www.singlestar.jp/product/247528	Ovinomancer 	‰pŒê”Å	Foil	30	12
https://www.singlestar.jp/product/247529	Ovinomancer 	“ú–{Œê”Å	Foil	30	16
https://www.singlestar.jp/product/247530	Thieving Magpie 	‰pŒê”Å	Foil	30	12
https://www.singlestar.jp/product/247531	Thieving Magpie 	“ú–{Œê”Å	Foil	30	12
https://www.singlestar.jp/product/247532	Turnabout 	‰pŒê”Å	Foil	180	12
https://www.singlestar.jp/product/247533	Turnabout 	“ú–{Œê”Å	Foil	180	12
https://www.singlestar.jp/product/247534	Turnabout (‹Œ˜g) 	‰pŒê”Å	Foil	730	12
https://www.singlestar.jp/product/247535	Turnabout (‹Œ˜g) 	“ú–{Œê”Å	Foil	680	4
https://www.singlestar.jp/product/247536	Chainer's Edict 	‰pŒê”Å	Foil	180	12
https://www.singlestar.jp/product/247537	Chainer's Edict 	“ú–{Œê”Å	Foil	180	12
https://www.singlestar.jp/product/247538	Chainer's Edict (‹Œ˜g) 	‰pŒê”Å	Foil	180	12
https://www.singlestar.jp/product/247539	Chainer's Edict (‹Œ˜g) 	“ú–{Œê”Å	Foil	380	8
https://www.singlestar.jp/product/247540	Chainer's Edict (‘S–ÊƒA[ƒg”Å) 	‰pŒê”Å	Foil	280	8
https://www.singlestar.jp/product/247541	Chainer's Edict (‘S–ÊƒA[ƒg”Å) 	“ú–{Œê”Å	Foil	380	4
https://www.singlestar.jp/product/247542	Dark Withering 	‰pŒê”Å	Foil	30	12
https://www.singlestar.jp/product/247543	Dark Withering 	“ú–{Œê”Å	Foil	30	16
https://www.singlestar.jp/product/247544	Dark Withering (‹Œ˜g) 	‰pŒê”Å	Foil	80	12
https://www.singlestar.jp/product/247545	Dark Withering (‹Œ˜g) 	“ú–{Œê”Å	Foil	80	8
https://www.singlestar.jp/product/247546	Dread Return 	‰pŒê”Å	Foil	80	12
https://www.singlestar.jp/product/247547	Dread Return 	“ú–{Œê”Å	Foil	80	12
https://www.singlestar.jp/product/247548	Dread Return (‹Œ˜g) 	‰pŒê”Å	Foil	180	12
https://www.singlestar.jp/product/247549	Dread Return (‹Œ˜g) 	“ú–{Œê”Å	Foil	380	4
https://www.singlestar.jp/product/247550	Faceless Butcher 	‰pŒê”Å	Foil	30	12
https://www.singlestar.jp/product/247551	Faceless Butcher 	“ú–{Œê”Å	Foil	30	12
https://www.singlestar.jp/product/247552	Flesh Reaver 	‰pŒê”Å	Foil	30	11
https://www.singlestar.jp/product/247553	Flesh Reaver 	“ú–{Œê”Å	Foil	30	16
https://www.singlestar.jp/product/247554	Necrosavant 	‰pŒê”Å	Foil	30	12
https://www.singlestar.jp/product/247555	Necrosavant 	“ú–{Œê”Å	Foil	30	12
https://www.singlestar.jp/product/247556	Necrosavant (‹Œ˜g) 	‰pŒê”Å	Foil	80	12
https://www.singlestar.jp/product/247557	Necrosavant (‹Œ˜g) 	“ú–{Œê”Å	Foil	80	8
https://www.singlestar.jp/product/247558	Phyrexian Scuta 	‰pŒê”Å	Foil	80	12
https://www.singlestar.jp/product/247559	Phyrexian Scuta 	“ú–{Œê”Å	Foil	80	12
https://www.singlestar.jp/product/247560	Undead Gladiator 	‰pŒê”Å	Foil	30	12
https://www.singlestar.jp/product/247561	Undead Gladiator 	“ú–{Œê”Å	Foil	30	12
https://www.singlestar.jp/product/247562	Undead Gladiator (‹Œ˜g) 	‰pŒê”Å	Foil	130	12
https://www.singlestar.jp/product/247563	Undead Gladiator (‹Œ˜g) 	“ú–{Œê”Å	Foil	130	8
https://www.singlestar.jp/product/247564	Zombie Infestation 	‰pŒê”Å	Foil	50	12
https://www.singlestar.jp/product/247565	Zombie Infestation 	“ú–{Œê”Å	Foil	50	12
https://www.singlestar.jp/product/247566	Deadapult 	‰pŒê”Å	Foil	30	12
https://www.singlestar.jp/product/247567	Deadapult 	“ú–{Œê”Å	Foil	30	12
